[step],ticks,decay-E-current,SEED
28,28,3.77359643601813,5
28,28,3.77359643601813,6
28,28,3.77359643601813,7
28,28,3.77359643601813,8
28,28,3.77359643601813,9
28,28,3.77359643601813,10
29,29,3.735860471657909,1
29,29,3.735860471657909,2
29,29,3.735860471657909,3
29,29,3.735860471657909,4
29,29,3.735860471657909,5
29,29,3.735860471657909,6
29,29,3.735860471657909,7
29,29,3.735860471657909,8
29,29,3.735860471657909,9
29,29,3.735860471657909,10
30,30,3.6985018669414753,1
30,30,3.6985018669414753,2
30,30,3.6985018669414753,3
30,30,3.6985018669414753,4
30,30,3.6985018669414753,5
30,30,3.6985018669414753,6
30,30,3.6985018669414753,7
30,30,3.6985018669414753,8
30,30,3.6985018669414753,9
30,30,3.6985018669414753,10
31,31,3.6615168482720746,1
31,31,3.6615168482720746,2
31,31,3.6615168482720746,3
31,31,3.6615168482720746,4
31,31,3.6615168482720746,5
31,31,3.6615168482720746,6
31,31,3.6615168482720746,7
31,31,3.6615168482720746,8
31,31,3.6615168482720746,9
31,31,3.6615168482720746,10
32,32,3.6249016797892257,1
32,32,3.6249016797892257,2
32,32,3.6249016797892257,3
32,32,3.6249016797892257,4
32,32,3.6249016797892257,5
32,32,3.6249016797892257,6
32,32,3.6249016797892257,7
32,32,3.6249016797892257,8
32,32,3.6249016797892257,9
32,32,3.6249016797892257,10
33,33,3.588652662991439,1
33,33,3.588652662991439,2
33,33,3.588652662991439,3
33,33,3.588652662991439,4
33,33,3.588652662991439,5
33,33,3.588652662991439,6
33,33,3.588652662991439,7
33,33,3.588652662991439,8
33,33,3.588652662991439,9
33,33,3.588652662991439,10
34,34,3.5527661363613623,1
34,34,3.5527661363613623,2
34,34,3.5527661363613623,3
34,34,3.5527661363613623,4
34,34,3.5527661363613623,5
34,34,3.5527661363613623,6
34,34,3.5527661363613623,7
34,34,3.5527661363613623,8
34,34,3.5527661363613623,9
34,34,3.5527661363613623,10
35,35,3.5172384749979453,1
35,35,3.5172384749979453,2
35,35,3.5172384749979453,3
35,35,3.5172384749979453,4
35,35,3.5172384749979453,5
35,35,3.5172384749979453,6
35,35,3.5172384749979453,7
35,35,3.5172384749979453,8
35,35,3.5172384749979453,9
35,35,3.5172384749979453,10
36,36,3.482066090247833,1
36,36,3.482066090247833,2
36,36,3.482066090247833,3
36,36,3.482066090247833,4
36,36,3.482066090247833,5
36,36,3.482066090247833,6
36,36,3.482066090247833,7
36,36,3.482066090247833,8
36,36,3.482066090247833,9
36,36,3.482066090247833,10
37,37,3.4472454293454335,1
37,37,3.4472454293454335,2
37,37,3.4472454293454335,3
37,37,3.4472454293454335,4
37,37,3.4472454293454335,5
37,37,3.4472454293454335,6
37,37,3.4472454293454335,7
37,37,3.4472454293454335,8
37,37,3.4472454293454335,9
37,37,3.4472454293454335,10
38,38,3.412772975052002,1
38,38,3.412772975052002,2
38,38,3.412772975052002,3
38,38,3.412772975052002,4
38,38,3.412772975052002,5
38,38,3.412772975052002,6
38,38,3.412772975052002,7
38,38,3.412772975052002,8
38,38,3.412772975052002,9
38,38,3.412772975052002,10
39,39,3.378645245301414,1
39,39,3.378645245301414,2
39,39,3.378645245301414,3
39,39,3.378645245301414,4
39,39,3.378645245301414,5
39,39,3.378645245301414,6
39,39,3.378645245301414,7
39,39,3.378645245301414,8
39,39,3.378645245301414,9
39,39,3.378645245301414,10
40,40,3.344858792848331,1
40,40,3.344858792848331,2
40,40,3.344858792848331,3
40,40,3.344858792848331,4
40,40,3.344858792848331,5
40,40,3.344858792848331,6
40,40,3.344858792848331,7
40,40,3.344858792848331,8
40,40,3.344858792848331,9
40,40,3.344858792848331,10
41,41,3.3114102049198744,1
41,41,3.3114102049198744,2
41,41,3.3114102049198744,3
41,41,3.3114102049198744,4
41,41,3.3114102049198744,5
41,41,3.3114102049198744,6
41,41,3.3114102049198744,7
41,41,3.3114102049198744,8
41,41,3.3114102049198744,9
41,41,3.3114102049198744,10
42,42,3.278296102870658,1
42,42,3.278296102870658,2
42,42,3.278296102870658,3
42,42,3.278296102870658,4
42,42,3.278296102870658,5
42,42,3.278296102870658,6
42,42,3.278296102870658,7
42,42,3.278296102870658,8
42,42,3.278296102870658,9
42,42,3.278296102870658,10
43,43,3.245513141841944,1
43,43,3.245513141841944,2
43,43,3.245513141841944,3
43,43,3.245513141841944,4
43,43,3.245513141841944,5
43,43,3.245513141841944,6
43,43,3.245513141841944,7
43,43,3.245513141841944,8
43,43,3.245513141841944,9
43,43,3.245513141841944,10
44,44,3.213058010423546,1
44,44,3.213058010423546,2
44,44,3.213058010423546,3
44,44,3.213058010423546,4
44,44,3.213058010423546,5
44,44,3.213058010423546,6
44,44,3.213058010423546,7
44,44,3.213058010423546,8
44,44,3.213058010423546,9
44,44,3.213058010423546,10
45,45,3.180927430319437,1
45,45,3.180927430319437,2
45,45,3.180927430319437,3
45,45,3.180927430319437,4
45,45,3.180927430319437,5
45,45,3.180927430319437,6
45,45,3.180927430319437,7
45,45,3.180927430319437,8
45,45,3.180927430319437,9
45,45,3.180927430319437,10
46,46,3.1491181560162276,1
46,46,3.1491181560162276,2
46,46,3.1491181560162276,3
46,46,3.1491181560162276,4
46,46,3.1491181560162276,5
46,46,3.1491181560162276,6
46,46,3.1491181560162276,7
46,46,3.1491181560162276,8
46,46,3.1491181560162276,9
46,46,3.1491181560162276,10
47,47,3.117626974456014,1
47,47,3.117626974456014,2
47,47,3.117626974456014,3
47,47,3.117626974456014,4
47,47,3.117626974456014,5
47,47,3.117626974456014,6
47,47,3.117626974456014,7
47,47,3.117626974456014,8
47,47,3.117626974456014,9
47,47,3.117626974456014,10
48,48,3.0864507047114067,1
48,48,3.0864507047114067,2
48,48,3.0864507047114067,3
48,48,3.0864507047114067,4
48,48,3.0864507047114067,5
48,48,3.0864507047114067,6
48,48,3.0864507047114067,7
48,48,3.0864507047114067,8
48,48,3.0864507047114067,9
48,48,3.0864507047114067,10
49,49,3.0555861976643914,1
49,49,3.0555861976643914,2
49,49,3.0555861976643914,3
49,49,3.0555861976643914,4
49,49,3.0555861976643914,5
49,49,3.0555861976643914,6
49,49,3.0555861976643914,7
49,49,3.0555861976643914,8
49,49,3.0555861976643914,9
49,49,3.0555861976643914,10
50,50,3.0250303356876023,1
50,50,3.0250303356876023,2
50,50,3.0250303356876023,3
50,50,3.0250303356876023,4
50,50,3.0250303356876023,5
50,50,3.0250303356876023,6
50,50,3.0250303356876023,7
50,50,3.0250303356876023,8
50,50,3.0250303356876023,9
50,50,3.0250303356876023,10
51,51,2.9947800323307434,1
51,51,2.9947800323307434,2
51,51,2.9947800323307434,3
51,51,2.9947800323307434,4
51,51,2.9947800323307434,5
51,51,2.9947800323307434,6
51,51,2.9947800323307434,7
51,51,2.9947800323307434,8
51,51,2.9947800323307434,9
51,51,2.9947800323307434,10
52,52,2.964832232007549,1
52,52,2.964832232007549,2
52,52,2.964832232007549,3
52,52,2.964832232007549,4
52,52,2.964832232007549,5
52,52,2.964832232007549,6
52,52,2.964832232007549,7
52,52,2.964832232007549,8
52,52,2.964832232007549,9
52,52,2.964832232007549,10
53,53,2.9351839096874506,1
53,53,2.9351839096874506,2
53,53,2.9351839096874506,3
53,53,2.9351839096874506,4
53,53,2.9351839096874506,5
53,53,2.9351839096874506,6
53,53,2.9351839096874506,7
53,53,2.9351839096874506,8
53,53,2.9351839096874506,9
53,53,2.9351839096874506,10
54,54,2.9058320705904945,1
54,54,2.9058320705904945,2
54,54,2.9058320705904945,3
54,54,2.9058320705904945,4
54,54,2.9058320705904945,5
54,54,2.9058320705904945,6
54,54,2.9058320705904945,7
54,54,2.9058320705904945,8
54,54,2.9058320705904945,9
54,54,2.9058320705904945,10
55,55,2.8767737498846775,1
55,55,2.8767737498846775,2
55,55,2.8767737498846775,3
55,55,2.8767737498846775,4
55,55,2.8767737498846775,5
55,55,2.8767737498846775,6
55,55,2.8767737498846775,7
55,55,2.8767737498846775,8
55,55,2.8767737498846775,9
55,55,2.8767737498846775,10
56,56,2.848006012385782,1
56,56,2.848006012385782,2
56,56,2.848006012385782,3
56,56,2.848006012385782,4
56,56,2.848006012385782,5
56,56,2.848006012385782,6
56,56,2.848006012385782,7
56,56,2.848006012385782,8
56,56,2.848006012385782,9
56,56,2.848006012385782,10
57,57,2.819525952261899,1
57,57,2.819525952261899,2
57,57,2.819525952261899,3
57,57,2.819525952261899,4
57,57,2.819525952261899,5
57,57,2.819525952261899,6
57,57,2.819525952261899,7
57,57,2.819525952261899,8
57,57,2.819525952261899,9
57,57,2.819525952261899,10
58,58,2.7913306927393626,1
58,58,2.7913306927393626,2
58,58,2.7913306927393626,3
58,58,2.7913306927393626,4
58,58,2.7913306927393626,5
58,58,2.7913306927393626,6
58,58,2.7913306927393626,7
58,58,2.7913306927393626,8
58,58,2.7913306927393626,9
58,58,2.7913306927393626,10
59,59,2.7634173858118922,1
59,59,2.7634173858118922,2
59,59,2.7634173858118922,3
59,59,2.7634173858118922,4
59,59,2.7634173858118922,5
59,59,2.7634173858118922,6
59,59,2.7634173858118922,7
59,59,2.7634173858118922,8
59,59,2.7634173858118922,9
59,59,2.7634173858118922,10
60,60,2.735783211953762,1
60,60,2.735783211953762,2
60,60,2.735783211953762,3
60,60,2.735783211953762,4
60,60,2.735783211953762,5
60,60,2.735783211953762,6
60,60,2.735783211953762,7
60,60,2.735783211953762,8
60,60,2.735783211953762,9
60,60,2.735783211953762,10
61,61,2.7084253798343205,1
61,61,2.7084253798343205,2
61,61,2.7084253798343205,3
61,61,2.7084253798343205,4
61,61,2.7084253798343205,5
61,61,2.7084253798343205,6
61,61,2.7084253798343205,7
61,61,2.7084253798343205,8
61,61,2.7084253798343205,9
61,61,2.7084253798343205,10
62,62,2.681341126035931,1
62,62,2.681341126035931,2
62,62,2.681341126035931,3
62,62,2.681341126035931,4
62,62,2.681341126035931,5
62,62,2.681341126035931,6
62,62,2.681341126035931,7
62,62,2.681341126035931,8
62,62,2.681341126035931,9
62,62,2.681341126035931,10
63,63,2.6545277147756283,1
63,63,2.6545277147756283,2
63,63,2.6545277147756283,3
63,63,2.6545277147756283,4
63,63,2.6545277147756283,5
63,63,2.6545277147756283,6
63,63,2.6545277147756283,7
63,63,2.6545277147756283,8
63,63,2.6545277147756283,9
63,63,2.6545277147756283,10
64,64,2.627982437627868,1
64,64,2.627982437627868,2
64,64,2.627982437627868,3
64,64,2.627982437627868,4
64,64,2.627982437627868,5
64,64,2.627982437627868,6
64,64,2.627982437627868,7
64,64,2.627982437627868,8
64,64,2.627982437627868,9
64,64,2.627982437627868,10
65,65,2.6017026132515833,1
65,65,2.6017026132515833,2
65,65,2.6017026132515833,3
65,65,2.6017026132515833,4
65,65,2.6017026132515833,5
65,65,2.6017026132515833,6
65,65,2.6017026132515833,7
65,65,2.6017026132515833,8
65,65,2.6017026132515833,9
65,65,2.6017026132515833,10
66,66,2.5756855871190627,1
66,66,2.5756855871190627,2
66,66,2.5756855871190627,3
66,66,2.5756855871190627,4
66,66,2.5756855871190627,5
66,66,2.5756855871190627,6
66,66,2.5756855871190627,7
66,66,2.5756855871190627,8
66,66,2.5756855871190627,9
66,66,2.5756855871190627,10
67,67,2.5499287312477805,1
67,67,2.5499287312477805,2
67,67,2.5499287312477805,3
67,67,2.5499287312477805,4
67,67,2.5499287312477805,5
67,67,2.5499287312477805,6
67,67,2.5499287312477805,7
67,67,2.5499287312477805,8
67,67,2.5499287312477805,9
67,67,2.5499287312477805,10
68,68,2.5244294439353347,1
68,68,2.5244294439353347,2
68,68,2.5244294439353347,3
68,68,2.5244294439353347,4
68,68,2.5244294439353347,5
68,68,2.5244294439353347,6
68,68,2.5244294439353347,7
68,68,2.5244294439353347,8
68,68,2.5244294439353347,9
68,68,2.5244294439353347,10
69,69,2.499185149496032,1
69,69,2.499185149496032,2
69,69,2.499185149496032,3
69,69,2.499185149496032,4
69,69,2.499185149496032,5
69,69,2.499185149496032,6
69,69,2.499185149496032,7
69,69,2.499185149496032,8
69,69,2.499185149496032,9
69,69,2.499185149496032,10
70,70,2.47419329800099,1
70,70,2.47419329800099,2
70,70,2.47419329800099,3
70,70,2.47419329800099,4
70,70,2.47419329800099,5
70,70,2.47419329800099,6
70,70,2.47419329800099,7
70,70,2.47419329800099,8
70,70,2.47419329800099,9
70,70,2.47419329800099,10
71,71,2.449451365021069,1
71,71,2.449451365021069,2
71,71,2.449451365021069,3
71,71,2.449451365021069,4
71,71,2.449451365021069,5
71,71,2.449451365021069,6
71,71,2.449451365021069,7
71,71,2.449451365021069,8
71,71,2.449451365021069,9
71,71,2.449451365021069,10
72,72,2.42495685137084,1
72,72,2.42495685137084,2
72,72,2.42495685137084,3
72,72,2.42495685137084,4
72,72,2.42495685137084,5
72,72,2.42495685137084,6
72,72,2.42495685137084,7
72,72,2.42495685137084,8
72,72,2.42495685137084,9
72,72,2.42495685137084,10
73,73,2.4007072828571476,1
73,73,2.4007072828571476,2
73,73,2.4007072828571476,3
73,73,2.4007072828571476,4
73,73,2.4007072828571476,5
73,73,2.4007072828571476,6
73,73,2.4007072828571476,7
73,73,2.4007072828571476,8
73,73,2.4007072828571476,9
73,73,2.4007072828571476,10
74,74,2.3767002100285115,1
74,74,2.3767002100285115,2
74,74,2.3767002100285115,3
74,74,2.3767002100285115,4
74,74,2.3767002100285115,5
74,74,2.3767002100285115,6
74,74,2.3767002100285115,7
74,74,2.3767002100285115,8
74,74,2.3767002100285115,9
74,74,2.3767002100285115,10
75,75,2.3529332079283014,1
75,75,2.3529332079283014,2
75,75,2.3529332079283014,3
75,75,2.3529332079283014,4
75,75,2.3529332079283014,5
75,75,2.3529332079283014,6
75,75,2.3529332079283014,7
75,75,2.3529332079283014,8
75,75,2.3529332079283014,9
75,75,2.3529332079283014,10
76,76,2.3294038758490037,1
76,76,2.3294038758490037,2
76,76,2.3294038758490037,3
76,76,2.3294038758490037,4
76,76,2.3294038758490037,5
76,76,2.3294038758490037,6
76,76,2.3294038758490037,7
76,76,2.3294038758490037,8
76,76,2.3294038758490037,9
76,76,2.3294038758490037,10
77,77,2.306109837090433,1
77,77,2.306109837090433,2
77,77,2.306109837090433,3
77,77,2.306109837090433,4
77,77,2.306109837090433,5
77,77,2.306109837090433,6
77,77,2.306109837090433,7
77,77,2.306109837090433,8
77,77,2.306109837090433,9
77,77,2.306109837090433,10
78,78,2.283048738719572,1
78,78,2.283048738719572,2
78,78,2.283048738719572,3
78,78,2.283048738719572,4
78,78,2.283048738719572,5
78,78,2.283048738719572,6
78,78,2.283048738719572,7
78,78,2.283048738719572,8
78,78,2.283048738719572,9
78,78,2.283048738719572,10
79,79,2.2602182513323887,1
79,79,2.2602182513323887,2
79,79,2.2602182513323887,3
79,79,2.2602182513323887,4
79,79,2.2602182513323887,5
79,79,2.2602182513323887,6
79,79,2.2602182513323887,7
79,79,2.2602182513323887,8
79,79,2.2602182513323887,9
79,79,2.2602182513323887,10
80,80,2.2376160688190763,1
80,80,2.2376160688190763,2
80,80,2.2376160688190763,3
80,80,2.2376160688190763,4
80,80,2.2376160688190763,5
80,80,2.2376160688190763,6
80,80,2.2376160688190763,7
80,80,2.2376160688190763,8
80,80,2.2376160688190763,9
80,80,2.2376160688190763,10
81,81,2.2152399081308687,1
81,81,2.2152399081308687,2
81,81,2.2152399081308687,3
81,81,2.2152399081308687,4
81,81,2.2152399081308687,5
81,81,2.2152399081308687,6
81,81,2.2152399081308687,7
81,81,2.2152399081308687,8
81,81,2.2152399081308687,9
81,81,2.2152399081308687,10
82,82,2.1930875090495614,1
82,82,2.1930875090495614,2
82,82,2.1930875090495614,3
82,82,2.1930875090495614,4
82,82,2.1930875090495614,5
82,82,2.1930875090495614,6
82,82,2.1930875090495614,7
82,82,2.1930875090495614,8
82,82,2.1930875090495614,9
82,82,2.1930875090495614,10
83,83,2.171156633959071,1
83,83,2.171156633959071,2
83,83,2.171156633959071,3
83,83,2.171156633959071,4
83,83,2.171156633959071,5
83,83,2.171156633959071,6
83,83,2.171156633959071,7
83,83,2.171156633959071,8
83,83,2.171156633959071,9
83,83,2.171156633959071,10
84,84,2.1494450676195314,1
84,84,2.1494450676195314,2
84,84,2.1494450676195314,3
84,84,2.1494450676195314,4
84,84,2.1494450676195314,5
84,84,2.1494450676195314,6
84,84,2.1494450676195314,7
84,84,2.1494450676195314,8
84,84,2.1494450676195314,9
84,84,2.1494450676195314,10
85,85,2.127950616943254,1
85,85,2.127950616943254,2
85,85,2.127950616943254,3
85,85,2.127950616943254,4
85,85,2.127950616943254,5
85,85,2.127950616943254,6
85,85,2.127950616943254,7
85,85,2.127950616943254,8
85,85,2.127950616943254,9
85,85,2.127950616943254,10
86,86,2.1066711107737826,1
86,86,2.1066711107737826,2
86,86,2.1066711107737826,3
86,86,2.1066711107737826,4
86,86,2.1066711107737826,5
86,86,2.1066711107737826,6
86,86,2.1066711107737826,7
86,86,2.1066711107737826,8
86,86,2.1066711107737826,9
86,86,2.1066711107737826,10
87,87,2.085604399666118,1
87,87,2.085604399666118,2
87,87,2.085604399666118,3
87,87,2.085604399666118,4
87,87,2.085604399666118,5
87,87,2.085604399666118,6
87,87,2.085604399666118,7
87,87,2.085604399666118,8
87,87,2.085604399666118,9
87,87,2.085604399666118,10
88,88,2.0647483556694683,1
88,88,2.0647483556694683,2
88,88,2.0647483556694683,3
88,88,2.0647483556694683,4
88,88,2.0647483556694683,5
88,88,2.0647483556694683,6
88,88,2.0647483556694683,7
88,88,2.0647483556694683,8
88,88,2.0647483556694683,9
88,88,2.0647483556694683,10
89,89,2.0441008721127254,1
89,89,2.0441008721127254,2
89,89,2.0441008721127254,3
89,89,2.0441008721127254,4
89,89,2.0441008721127254,5
89,89,2.0441008721127254,6
89,89,2.0441008721127254,7
89,89,2.0441008721127254,8
89,89,2.0441008721127254,9
89,89,2.0441008721127254,10
90,90,2.0236598633916296,1
90,90,2.0236598633916296,2
90,90,2.0236598633916296,3
90,90,2.0236598633916296,4
90,90,2.0236598633916296,5
90,90,2.0236598633916296,6
90,90,2.0236598633916296,7
90,90,2.0236598633916296,8
90,90,2.0236598633916296,9
90,90,2.0236598633916296,10
91,91,2.00342326475767,1
91,91,2.00342326475767,2
91,91,2.00342326475767,3
91,91,2.00342326475767,4
91,91,2.00342326475767,5
91,91,2.00342326475767,6
91,91,2.00342326475767,7
91,91,2.00342326475767,8
91,91,2.00342326475767,9
91,91,2.00342326475767,10
92,92,1.9833890321101502,1
92,92,1.9833890321101502,2
92,92,1.9833890321101502,3
92,92,1.9833890321101502,4
92,92,1.9833890321101502,5
92,92,1.9833890321101502,6
92,92,1.9833890321101502,7
92,92,1.9833890321101502,8
92,92,1.9833890321101502,9
92,92,1.9833890321101502,10
93,93,1.9635551417890753,1
93,93,1.9635551417890753,2
93,93,1.9635551417890753,3
93,93,1.9635551417890753,4
93,93,1.9635551417890753,5
93,93,1.9635551417890753,6
93,93,1.9635551417890753,7
93,93,1.9635551417890753,8
93,93,1.9635551417890753,9
93,93,1.9635551417890753,10
94,94,1.9439195903710793,1
94,94,1.9439195903710793,2
94,94,1.9439195903710793,3
94,94,1.9439195903710793,4
94,94,1.9439195903710793,5
94,94,1.9439195903710793,6
94,94,1.9439195903710793,7
94,94,1.9439195903710793,8
94,94,1.9439195903710793,9
94,94,1.9439195903710793,10
95,95,1.9244803944674813,1
95,95,1.9244803944674813,2
95,95,1.9244803944674813,3
95,95,1.9244803944674813,4
95,95,1.9244803944674813,5
95,95,1.9244803944674813,6
95,95,1.9244803944674813,7
95,95,1.9244803944674813,8
95,95,1.9244803944674813,9
95,95,1.9244803944674813,10
96,96,1.9052355905227647,1
96,96,1.9052355905227647,2
96,96,1.9052355905227647,3
96,96,1.9052355905227647,4
96,96,1.9052355905227647,5
96,96,1.9052355905227647,6
96,96,1.9052355905227647,7
96,96,1.9052355905227647,8
